gvkey,datadate,tic,gsector,adj_close_q,revenue,net_income,total_assets,total_liabilities,equity,roe,net_income_ratio,pe,pb,debt_to_equity,eps,dps
AAPL,2020-04-28,AAPL,Technology,67.31216430664062,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-04-29,AAPL,Technology,69.52301788330078,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-04-30,AAPL,Technology,70.98969268798828,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-01,AAPL,Technology,69.84679412841797,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-04,AAPL,Technology,70.83502960205078,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-05,AAPL,Technology,71.8982162475586,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-06,AAPL,Technology,72.63999938964844,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-07,AAPL,Technology,73.3914566040039,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-08,AAPL,Technology,75.13829040527344,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-11,AAPL,Technology,76.32061004638672,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-12,AAPL,Technology,75.44841003417969,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-13,AAPL,Technology,74.53741455078125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-14,AAPL,Technology,74.99534606933594,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-15,AAPL,Technology,74.55196380615234,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-18,AAPL,Technology,76.3084945678711,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-19,AAPL,Technology,75.8675765991211,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-20,AAPL,Technology,77.3430404663086,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-21,AAPL,Technology,76.76641845703125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-22,AAPL,Technology,77.26065826416016,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-26,AAPL,Technology,76.73733520507812,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-27,AAPL,Technology,77.07169342041016,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-28,AAPL,Technology,77.10560607910156,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-05-29,AAPL,Technology,77.03050231933594,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-01,AAPL,Technology,77.97782897949219,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-02,AAPL,Technology,78.33883666992188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-03,AAPL,Technology,78.77008819580078,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-04,AAPL,Technology,78.09169006347656,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-05,AAPL,Technology,80.31582641601562,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-08,AAPL,Technology,80.7906494140625,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-09,AAPL,Technology,83.34188079833984,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-10,AAPL,Technology,85.48607635498047,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-11,AAPL,Technology,81.38184356689453,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-12,AAPL,Technology,82.08446502685547,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-15,AAPL,Technology,83.09961700439453,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-16,AAPL,Technology,85.30193328857422,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-17,AAPL,Technology,85.18323516845703,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-18,AAPL,Technology,85.21714782714844,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-19,AAPL,Technology,84.73014068603516,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-22,AAPL,Technology,86.94701385498047,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-23,AAPL,Technology,88.80289459228516,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-24,AAPL,Technology,87.23532104492188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-25,AAPL,Technology,88.39342498779297,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-26,AAPL,Technology,85.6774673461914,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-29,AAPL,Technology,87.65205383300781,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-06-30,AAPL,Technology,88.38374328613281,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-01,AAPL,Technology,88.216552734375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-02,AAPL,Technology,88.216552734375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-06,AAPL,Technology,90.57636260986328,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-07,AAPL,Technology,90.29532623291016,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-08,AAPL,Technology,92.3983154296875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-09,AAPL,Technology,92.79566192626953,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-10,AAPL,Technology,92.9579849243164,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-13,AAPL,Technology,92.5291519165039,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-14,AAPL,Technology,94.06037139892578,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-15,AAPL,Technology,94.70726013183594,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-16,AAPL,Technology,93.5418930053711,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-17,AAPL,Technology,93.3528823852539,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-20,AAPL,Technology,95.32022857666016,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-21,AAPL,Technology,94.004638671875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-22,AAPL,Technology,94.26873016357422,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-23,AAPL,Technology,89.97794342041016,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-24,AAPL,Technology,89.7550277709961,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-27,AAPL,Technology,91.88224792480469,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-28,AAPL,Technology,90.37284088134766,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-29,AAPL,Technology,92.10517120361328,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-30,AAPL,Technology,93.21966552734375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-07-31,AAPL,Technology,102.97870635986328,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-03,AAPL,Technology,105.57347869873047,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-04,AAPL,Technology,106.27853393554688,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-05,AAPL,Technology,106.66378021240234,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-06,AAPL,Technology,110.38520812988281,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-07,AAPL,Technology,107.87549591064453,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-10,AAPL,Technology,109.44343566894531,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-11,AAPL,Technology,106.18861389160156,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-12,AAPL,Technology,109.71770477294922,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-13,AAPL,Technology,111.6594467163086,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-14,AAPL,Technology,111.5599365234375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-17,AAPL,Technology,111.26866912841797,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-18,AAPL,Technology,112.19583892822266,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-19,AAPL,Technology,112.33661651611328,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-20,AAPL,Technology,114.829345703125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-21,AAPL,Technology,120.74675750732422,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-24,AAPL,Technology,122.19093322753906,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-25,AAPL,Technology,121.18852233886719,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-26,AAPL,Technology,122.83655548095703,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-27,AAPL,Technology,121.36811828613281,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-28,AAPL,Technology,121.17153930664062,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-08-31,AAPL,Technology,125.28073120117188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-01,AAPL,Technology,130.27096557617188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-02,AAPL,Technology,127.57196807861328,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-03,AAPL,Technology,117.35842895507812,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-04,AAPL,Technology,117.43611907958984,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-08,AAPL,Technology,109.53324890136719,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-09,AAPL,Technology,113.90215301513672,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-10,AAPL,Technology,110.18372344970703,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-11,AAPL,Technology,108.73715209960938,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-14,AAPL,Technology,111.9992446899414,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-15,AAPL,Technology,112.17402648925781,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-16,AAPL,Technology,108.86336517333984,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-17,AAPL,Technology,107.12548828125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-18,AAPL,Technology,103.72747039794922,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-21,AAPL,Technology,106.873046875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-22,AAPL,Technology,108.55267333984375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-23,AAPL,Technology,103.99932098388672,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-24,AAPL,Technology,105.0672378540039,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-25,AAPL,Technology,109.00898742675781,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-28,AAPL,Technology,111.61089324951172,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-29,AAPL,Technology,110.76626586914062,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-09-30,AAPL,Technology,112.4361343383789,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-01,AAPL,Technology,113.38761138916016,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-02,AAPL,Technology,109.72740936279297,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-05,AAPL,Technology,113.10604858398438,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-06,AAPL,Technology,109.86335754394531,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-07,AAPL,Technology,111.72740936279297,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-08,AAPL,Technology,111.62059783935547,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-09,AAPL,Technology,113.56233978271484,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-12,AAPL,Technology,120.7759017944336,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-13,AAPL,Technology,117.57203674316406,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-14,AAPL,Technology,117.65941619873047,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2020-10-15,AAPL,Technology,117.19339752197266,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
